user_id,avg_monthly_spend,data_usage_gb,days_since_last_recharge,signal_strength_score,active_plan,support_tickets_open,churn_risk_score
JAZZ_0416,47.72,1.97,42,0.54,Premium,2,0.96
JAZZ_0417,51.28,6.11,40,0.35,Premium,2,1.02
JAZZ_0418,85.84,22.61,8,0.81,Premium,0,0.15
JAZZ_0419,93.86,46.69,23,0.46,Standard,2,0.82
JAZZ_0420,97.8,15.81,36,0.56,Premium,0,0.5
JAZZ_0421,97.61,25.36,40,0.33,Flexi,2,1.02
JAZZ_0422,27.42,2.08,16,0.99,Standard,2,0.55
JAZZ_0423,67.94,7.42,23,0.36,Flexi,1,0.66
JAZZ_0424,24.03,49.33,20,0.79,Flexi,2,0.66
JAZZ_0425,73.48,48.26,38,0.48,Premium,1,0.75
JAZZ_0426,62.62,0.25,40,0.29,Premium,2,1.04
JAZZ_0427,107.46,47.59,38,0.82,Flexi,0,0.41
JAZZ_0428,53.52,31.96,12,0.4,Flexi,0,0.35
JAZZ_0429,30.02,43.4,10,0.88,Standard,2,0.54
JAZZ_0430,32.62,22.74,18,0.92,Premium,2,0.59
JAZZ_0431,94.78,25.78,10,0.87,Standard,0,0.14
JAZZ_0432,80.38,24.44,12,0.13,Standard,2,0.85
JAZZ_0433,28.41,33.34,44,0.81,Standard,1,0.67
JAZZ_0434,26.7,6.98,0,0.47,Flexi,1,0.41
JAZZ_0435,88.7,1.5,39,0.89,Standard,1,0.59
JAZZ_0436,25.56,15.4,43,0.67,Standard,1,0.71
JAZZ_0437,100.85,35.23,18,0.85,Flexi,1,0.42
JAZZ_0438,89.23,10.09,11,0.55,Premium,2,0.68
JAZZ_0439,26.43,33.67,7,0.58,Premium,2,0.63
JAZZ_0440,26.78,48.5,7,0.23,Standard,1,0.57
JAZZ_0441,117.41,4.7,44,0.81,Flexi,2,0.87
JAZZ_0442,55.86,33.63,11,0.48,Premium,2,0.71
JAZZ_0443,55.5,22.19,32,0.55,Standard,1,0.66
JAZZ_0444,99.94,43.41,44,0.81,Standard,2,0.87
JAZZ_0445,113.45,8.86,25,0.64,Flexi,2,0.77
JAZZ_0446,117.34,34.63,38,0.28,Standard,2,1.03
JAZZ_0447,93.96,41.91,27,0.63,Premium,1,0.59
JAZZ_0448,56.06,47.23,4,0.47,Flexi,2,0.65
JAZZ_0449,26.64,34.16,7,0.52,Premium,0,0.25
JAZZ_0450,96.35,24.86,24,0.13,Premium,0,0.56
JAZZ_0451,74.37,30.89,26,0.29,Premium,1,0.72
JAZZ_0452,60.88,43.45,22,0.35,Standard,0,0.46
JAZZ_0453,109.34,28.53,29,0.74,Standard,1,0.56
JAZZ_0454,29.43,1.52,44,0.11,Premium,0,0.75
JAZZ_0455,67.76,46.55,22,0.47,Premium,0,0.41
JAZZ_0456,19.39,34.48,19,0.93,Flexi,0,0.2
JAZZ_0457,65.35,33.83,17,0.2,Flexi,1,0.67
JAZZ_0458,23.91,10.78,17,0.56,Standard,1,0.53
JAZZ_0459,30.19,32.94,1,0.81,Standard,2,0.48
JAZZ_0460,30.06,19.69,3,0.95,Flexi,1,0.25
JAZZ_0461,83.5,32.56,29,0.77,Premium,0,0.35
JAZZ_0462,93.23,5.33,32,0.75,Standard,0,0.38
JAZZ_0463,76.88,32.89,35,0.84,Premium,1,0.58
JAZZ_0464,114.95,49.97,17,0.5,Flexi,1,0.55
JAZZ_0465,55.92,2.41,36,0.83,Standard,1,0.59
JAZZ_0466,46.96,48.86,18,0.11,Standard,2,0.92
JAZZ_0467,105.54,20.35,27,0.93,Flexi,0,0.27
JAZZ_0468,40.72,43.54,39,0.5,Standard,2,0.95
JAZZ_0469,115.05,39.12,19,0.6,Flexi,2,0.73
JAZZ_0470,19.47,28.35,32,0.33,Standard,0,0.55
JAZZ_0471,115.72,36.92,11,0.77,Flexi,0,0.19
JAZZ_0472,22.59,43.93,14,0.17,Standard,1,0.66
JAZZ_0473,107.81,20.21,40,0.89,Premium,1,0.6
JAZZ_0474,71.28,16.35,38,0.85,Premium,2,0.8
JAZZ_0475,118.04,33.38,1,0.29,Premium,1,0.49
JAZZ_0476,25.67,40.39,28,0.83,Standard,1,0.52
JAZZ_0477,73.91,38.11,40,0.81,Standard,0,0.43
JAZZ_0478,115.66,39.89,9,0.67,Premium,0,0.21
JAZZ_0479,70.82,21.78,1,0.44,Premium,1,0.43
JAZZ_0480,81.5,40.89,10,0.34,Flexi,0,0.35
JAZZ_0481,88.17,6.01,12,0.31,Flexi,1,0.58
JAZZ_0482,63.93,27.22,9,0.39,Flexi,0,0.32
JAZZ_0483,81.32,0.29,13,0.91,Premium,0,0.15
JAZZ_0484,76.97,16.23,17,0.17,Premium,0,0.48
JAZZ_0485,108.82,18.32,8,0.85,Premium,0,0.13
JAZZ_0486,22.82,19.81,38,0.41,Flexi,1,0.77
JAZZ_0487,46.49,34.77,27,0.57,Standard,2,0.81
JAZZ_0488,113.77,19.43,2,0.82,Premium,0,0.09
JAZZ_0489,107.72,22.43,19,0.9,Standard,1,0.41
JAZZ_0490,64.04,11.88,5,0.41,Standard,1,0.48
JAZZ_0491,80.57,18.66,26,0.52,Standard,0,0.42
JAZZ_0492,46.13,11.36,1,0.47,Flexi,2,0.62
JAZZ_0493,37.16,3.66,28,0.11,Standard,0,0.6
JAZZ_0494,64.85,30.17,37,0.37,Premium,1,0.78
JAZZ_0495,53.76,33.41,2,0.51,Flexi,2,0.61
JAZZ_0496,76.91,30.97,15,0.47,Premium,1,0.55
JAZZ_0497,26.06,23.17,29,0.75,Premium,0,0.36
JAZZ_0498,116.18,18.99,39,0.45,Flexi,2,0.97
JAZZ_0499,117.36,43.17,1,0.54,Premium,1,0.39
JAZZ_0500,88.42,25.95,16,0.49,Premium,1,0.55
JAZZ_0501,72.13,23.96,40,0.77,Flexi,1,0.65
JAZZ_0502,49.36,1.28,11,0.88,Premium,0,0.15
JAZZ_0503,100.04,17.06,34,0.58,Standard,2,0.87
JAZZ_0504,87.07,19.01,42,0.81,Premium,0,0.45
JAZZ_0505,34.59,19.94,0,0.37,Standard,0,0.25
JAZZ_0506,109.8,29.01,44,0.59,Premium,0,0.56
JAZZ_0507,100.91,26.68,14,0.41,Flexi,2,0.76
JAZZ_0508,113.7,30.4,25,0.47,Flexi,0,0.43
JAZZ_0509,91.18,38.24,36,0.76,Premium,0,0.42
JAZZ_0510,79.9,40.65,20,0.89,Flexi,0,0.22
JAZZ_0511,60.28,35.91,30,0.21,Premium,0,0.58
JAZZ_0512,111.99,47.78,24,0.67,Flexi,1,0.55
JAZZ_0513,105.29,0.91,22,0.62,Standard,0,0.35
JAZZ_0514,22.79,9.79,23,0.21,Premium,1,0.72
JAZZ_0515,20.9,0.38,37,0.29,Standard,0,0.61
JAZZ_0516,56.08,32.37,27,0.38,Standard,2,0.89
JAZZ_0517,99.71,44.9,20,0.25,Premium,1,0.68
JAZZ_0518,117.47,12.17,42,0.32,Standard,1,0.85
JAZZ_0519,33.37,46.35,17,0.34,Premium,1,0.62
JAZZ_0520,77.96,3.01,35,0.4,Standard,1,0.75
JAZZ_0521,56.53,46.72,34,0.77,Premium,2,0.79
JAZZ_0522,115.73,17.58,44,0.61,Premium,0,0.55
JAZZ_0523,102.88,5.07,8,0.99,Flexi,1,0.28
JAZZ_0524,102.5,24.29,37,0.47,Premium,2,0.94
JAZZ_0525,65.35,12.84,29,0.78,Premium,1,0.55
JAZZ_0526,59.94,14.24,43,0.88,Standard,0,0.43
JAZZ_0527,45.73,15.36,33,0.71,Premium,1,0.61
JAZZ_0528,23.92,40.15,31,0.47,Flexi,2,0.89
JAZZ_0529,105.15,26.96,2,0.78,Standard,0,0.11
JAZZ_0530,99.95,15.57,2,0.28,Standard,2,0.71
JAZZ_0531,118.72,30.52,27,0.39,Flexi,0,0.48
JAZZ_0532,118.41,35.81,43,0.59,Standard,0,0.55
JAZZ_0533,74.07,13.63,14,0.62,Standard,0,0.28
JAZZ_0534,95.53,20.68,40,0.12,Standard,1,0.91
JAZZ_0535,113.2,6.09,22,0.95,Standard,2,0.62
JAZZ_0536,103.64,9.06,39,0.73,Flexi,2,0.85
JAZZ_0537,43.11,34.06,10,0.55,Flexi,2,0.67
JAZZ_0538,63.53,9.07,31,0.94,Standard,0,0.3
JAZZ_0539,31.23,26.26,35,0.5,Standard,1,0.71
JAZZ_0540,114.13,35.45,32,0.98,Flexi,0,0.29
JAZZ_0541,79.17,5.34,23,0.56,Flexi,2,0.78
JAZZ_0542,41.23,28.37,38,0.2,Flexi,1,0.86
JAZZ_0543,85.76,12.83,33,0.79,Standard,1,0.58
JAZZ_0544,80.37,48.15,27,0.71,Standard,1,0.56
JAZZ_0545,54.25,24.18,36,0.8,Premium,2,0.8
JAZZ_0546,29.66,40.3,6,0.96,Flexi,1,0.27
JAZZ_0547,85.74,27.51,3,0.8,Standard,1,0.31
JAZZ_0548,70.54,2.17,36,0.65,Flexi,0,0.46
JAZZ_0549,95.87,31.66,0,0.87,Standard,0,0.05
JAZZ_0550,70.53,47.57,0,0.71,Flexi,1,0.32
JAZZ_0551,103.89,30.08,19,0.47,Standard,1,0.58
JAZZ_0552,73.72,40.96,18,0.9,Premium,0,0.2
JAZZ_0553,74.62,44.21,28,0.3,Premium,0,0.53
JAZZ_0554,106.35,11.4,9,0.74,Flexi,0,0.18
JAZZ_0555,58.8,10.6,17,0.89,Standard,2,0.6
JAZZ_0556,31.72,30.55,27,0.76,Standard,2,0.74
JAZZ_0557,21.14,20.55,34,0.73,Flexi,0,0.41
JAZZ_0558,94.14,41.99,42,0.78,Standard,1,0.66
JAZZ_0559,80.59,45.0,30,0.52,Flexi,0,0.46
JAZZ_0560,89.01,17.67,26,0.89,Standard,2,0.68
JAZZ_0561,39.65,11.84,10,0.28,Flexi,1,0.58
JAZZ_0562,31.96,39.03,37,0.21,Standard,2,1.04
JAZZ_0563,19.71,13.74,4,0.36,Flexi,1,0.49
JAZZ_0564,53.48,41.13,7,0.58,Standard,2,0.63
JAZZ_0565,77.54,21.19,33,0.56,Premium,1,0.67
JAZZ_0566,57.67,33.38,11,0.84,Standard,1,0.36
JAZZ_0567,62.22,4.78,37,0.46,Flexi,1,0.74
JAZZ_0568,109.12,31.19,0,0.54,Premium,1,0.38
JAZZ_0569,53.25,22.59,30,0.11,Standard,2,1.02
JAZZ_0570,69.91,29.33,3,0.47,Premium,2,0.64
JAZZ_0571,97.01,8.4,44,0.68,Standard,1,0.72
JAZZ_0572,58.1,36.84,4,0.11,Premium,1,0.59
JAZZ_0573,80.77,43.14,29,0.35,Flexi,2,0.92
JAZZ_0574,104.92,10.84,23,0.29,Standard,1,0.69
JAZZ_0575,113.68,4.79,2,0.14,Standard,1,0.56
JAZZ_0576,33.03,1.18,10,0.53,Flexi,1,0.48
JAZZ_0577,111.37,32.1,44,0.26,Premium,0,0.69
JAZZ_0578,67.71,30.35,3,0.77,Flexi,1,0.32
JAZZ_0579,44.2,27.33,25,0.86,Flexi,0,0.28
JAZZ_0580,64.39,11.6,26,0.59,Premium,1,0.6
JAZZ_0581,116.74,19.55,42,0.98,Flexi,2,0.78
JAZZ_0582,67.76,29.72,26,0.51,Standard,0,0.43
JAZZ_0583,51.29,24.84,41,0.56,Standard,0,0.54
JAZZ_0584,81.91,49.39,5,0.99,Standard,1,0.25
JAZZ_0585,42.38,6.82,14,0.31,Flexi,1,0.6
JAZZ_0586,25.87,34.76,29,0.95,Standard,0,0.28
JAZZ_0587,31.2,20.22,41,0.14,Standard,2,1.11
JAZZ_0588,31.12,21.41,36,0.5,Standard,2,0.92
JAZZ_0589,33.52,35.88,36,0.16,Standard,1,0.86
JAZZ_0590,32.2,34.62,41,0.76,Standard,2,0.86
JAZZ_0591,82.66,49.56,36,0.65,Standard,2,0.86
JAZZ_0592,36.53,6.42,34,0.74,Flexi,1,0.61
JAZZ_0593,52.99,5.21,22,0.44,Standard,2,0.82
JAZZ_0594,108.38,36.22,5,0.43,Standard,1,0.47
JAZZ_0595,65.88,28.92,3,0.14,Premium,0,0.37
JAZZ_0596,85.34,13.71,17,0.41,Flexi,1,0.59
JAZZ_0597,35.57,3.97,8,0.94,Flexi,0,0.1
JAZZ_0598,37.58,4.28,28,0.44,Flexi,0,0.47
JAZZ_0599,22.36,44.71,12,0.85,Flexi,2,0.57
JAZZ_0600,35.23,9.59,16,0.86,Standard,2,0.6
JAZZ_0601,46.25,16.17,44,0.44,Standard,2,1.02
JAZZ_0602,36.04,11.33,31,0.67,Premium,1,0.61
JAZZ_0603,27.16,17.75,21,0.19,Premium,2,0.91
JAZZ_0604,30.37,3.47,3,0.19,Flexi,0,0.35
JAZZ_0605,64.56,25.95,4,0.14,Premium,2,0.78
JAZZ_0606,38.99,3.38,36,0.62,Premium,2,0.87
JAZZ_0607,54.86,40.02,40,0.48,Flexi,1,0.76
JAZZ_0608,68.84,11.69,12,0.59,Flexi,1,0.47
JAZZ_0609,87.63,27.0,33,0.57,Premium,0,0.47
JAZZ_0610,22.2,44.0,44,0.42,Standard,1,0.82
JAZZ_0611,98.59,32.54,21,0.71,Premium,2,0.7
JAZZ_0612,81.35,26.65,22,0.78,Premium,1,0.48
JAZZ_0613,26.47,16.22,2,0.11,Standard,0,0.37
JAZZ_0614,106.04,16.65,41,0.29,Standard,2,1.05
JAZZ_0615,110.8,33.47,33,0.74,Flexi,0,0.4
JAZZ_0616,24.39,49.71,31,0.45,Flexi,1,0.7
JAZZ_0617,46.08,33.09,44,0.7,Premium,1,0.71
JAZZ_0618,99.27,27.89,20,0.41,Standard,0,0.41
JAZZ_0619,93.45,36.53,43,0.45,Flexi,2,1.0
JAZZ_0620,36.79,23.26,20,0.24,Premium,1,0.68
JAZZ_0621,39.29,3.01,43,0.33,Standard,1,0.85
JAZZ_0622,55.48,28.11,10,0.64,Premium,2,0.63
JAZZ_0623,66.94,47.88,38,0.49,Flexi,1,0.74
JAZZ_0624,80.38,8.77,3,0.8,Flexi,0,0.11
JAZZ_0625,55.33,34.5,0,0.87,Standard,1,0.25
JAZZ_0626,64.73,10.05,27,0.59,Premium,1,0.6
JAZZ_0627,93.37,26.79,23,0.78,Standard,2,0.69
JAZZ_0628,21.94,4.83,34,0.38,Flexi,0,0.55
JAZZ_0629,43.62,22.52,12,0.47,Flexi,2,0.72
JAZZ_0630,89.94,37.81,33,0.74,Premium,1,0.6
JAZZ_0631,108.22,17.38,10,0.45,Premium,1,0.51
JAZZ_0632,69.67,33.25,35,0.63,Premium,2,0.86
JAZZ_0633,71.73,39.77,16,0.27,Standard,2,0.83
JAZZ_0634,29.02,46.36,34,0.64,Premium,2,0.85
JAZZ_0635,63.21,11.73,17,0.88,Premium,0,0.2
JAZZ_0636,71.78,19.97,39,0.88,Flexi,1,0.59
JAZZ_0637,42.62,7.62,21,0.75,Flexi,2,0.69
JAZZ_0638,45.31,49.62,23,0.77,Premium,1,0.5
JAZZ_0639,56.17,46.35,18,0.6,Premium,0,0.32
JAZZ_0640,20.27,27.0,36,0.63,Flexi,0,0.47
JAZZ_0641,50.62,42.1,38,0.22,Premium,0,0.65
JAZZ_0642,39.5,26.05,20,0.5,Standard,0,0.38
JAZZ_0643,51.16,31.18,7,0.51,Standard,1,0.46
JAZZ_0644,30.29,4.46,27,0.96,Standard,0,0.26
JAZZ_0645,107.75,37.76,4,0.49,Premium,0,0.24
JAZZ_0646,77.91,6.39,16,0.59,Flexi,2,0.71
JAZZ_0647,86.5,41.3,36,0.58,Premium,0,0.49
JAZZ_0648,97.56,39.1,35,0.67,Premium,2,0.84
JAZZ_0649,68.34,35.44,18,0.77,Flexi,0,0.25
JAZZ_0650,26.99,1.81,26,0.3,Flexi,0,0.51
JAZZ_0651,72.23,15.16,33,0.58,Flexi,2,0.86
JAZZ_0652,77.23,13.16,10,0.84,Standard,0,0.15
JAZZ_0653,93.17,18.01,44,0.52,Premium,1,0.78
JAZZ_0654,61.63,4.38,11,0.35,Flexi,1,0.56
JAZZ_0655,31.07,46.85,20,0.69,Premium,0,0.3
JAZZ_0656,46.77,27.69,10,0.84,Standard,1,0.35
JAZZ_0657,54.74,15.28,38,0.16,Standard,2,1.07
JAZZ_0658,83.16,19.85,27,0.8,Flexi,0,0.32
JAZZ_0659,75.61,22.36,4,0.84,Flexi,0,0.1
JAZZ_0660,54.04,30.03,16,0.52,Premium,2,0.73
JAZZ_0661,117.39,25.78,19,0.98,Flexi,2,0.58
JAZZ_0662,79.13,45.97,40,0.81,Premium,2,0.83
JAZZ_0663,42.09,24.85,11,0.8,Flexi,0,0.18
JAZZ_0664,28.48,49.61,5,0.77,Premium,2,0.54
JAZZ_0665,33.61,42.57,16,0.24,Premium,2,0.85
JAZZ_0666,42.97,10.43,18,0.3,Premium,1,0.64
JAZZ_0667,34.4,46.53,25,0.52,Premium,1,0.61
JAZZ_0668,37.0,5.82,43,0.34,Standard,0,0.65
JAZZ_0669,46.9,40.87,43,0.47,Premium,1,0.79
JAZZ_0670,35.67,19.03,31,0.9,Flexi,1,0.52
JAZZ_0671,108.37,43.9,5,0.84,Standard,2,0.51
JAZZ_0672,26.31,43.4,35,0.67,Standard,2,0.84
JAZZ_0673,70.96,40.3,37,0.87,Premium,1,0.58
JAZZ_0674,59.49,39.5,10,0.81,Standard,1,0.36
JAZZ_0675,116.98,15.23,32,0.49,Premium,1,0.69
JAZZ_0676,29.51,4.05,23,0.28,Flexi,0,0.49
JAZZ_0677,58.23,20.15,22,0.56,Premium,0,0.37
JAZZ_0678,115.68,8.68,14,0.76,Standard,0,0.22
JAZZ_0679,105.23,34.75,26,0.49,Flexi,1,0.64
JAZZ_0680,100.37,17.3,10,0.7,Premium,1,0.41
JAZZ_0681,44.17,48.78,16,0.18,Flexi,0,0.47
JAZZ_0682,35.42,32.05,13,0.77,Flexi,0,0.21
JAZZ_0683,85.45,41.12,26,0.83,Standard,1,0.5
JAZZ_0684,111.65,6.63,17,0.74,Flexi,2,0.66
JAZZ_0685,74.2,43.1,27,0.97,Standard,0,0.25
JAZZ_0686,75.7,46.14,3,0.84,Flexi,1,0.29
JAZZ_0687,46.39,24.35,6,0.91,Premium,1,0.29
JAZZ_0688,95.58,30.31,44,0.94,Flexi,2,0.82
JAZZ_0689,37.05,38.24,34,0.82,Premium,1,0.57
JAZZ_0690,50.78,8.74,8,0.71,Premium,1,0.39
JAZZ_0691,61.01,25.13,7,0.11,Flexi,0,0.42
JAZZ_0692,69.26,19.93,44,0.52,Premium,0,0.58
JAZZ_0693,42.61,7.32,16,0.61,Flexi,2,0.7
JAZZ_0694,29.79,18.38,16,0.37,Flexi,2,0.79
JAZZ_0695,79.62,3.41,32,0.39,Premium,1,0.73
JAZZ_0696,47.26,1.29,31,0.97,Premium,0,0.29
JAZZ_0697,76.66,6.76,7,0.9,Standard,2,0.5
JAZZ_0698,33.76,48.16,18,0.86,Premium,2,0.62
JAZZ_0699,66.6,27.48,37,0.47,Standard,2,0.94
JAZZ_0700,71.78,48.29,2,0.11,Premium,1,0.57
JAZZ_0701,23.46,21.62,4,0.17,Flexi,0,0.37
JAZZ_0702,52.08,15.59,12,0.38,Premium,2,0.75
JAZZ_0703,31.76,25.31,30,0.11,Flexi,0,0.62
JAZZ_0704,24.62,21.98,15,0.12,Flexi,2,0.89
JAZZ_0705,117.74,5.28,31,0.92,Flexi,2,0.71
JAZZ_0706,50.65,32.04,21,0.74,Standard,0,0.29
JAZZ_0707,99.64,10.8,28,0.38,Premium,0,0.5
JAZZ_0708,43.84,30.98,21,0.22,Flexi,0,0.5
JAZZ_0709,86.74,32.51,42,0.56,Flexi,1,0.75
JAZZ_0710,94.65,7.6,2,0.1,Standard,2,0.78
JAZZ_0711,78.11,3.07,9,0.94,Premium,1,0.3
JAZZ_0712,65.64,39.04,41,0.47,Premium,0,0.58
JAZZ_0713,59.64,22.99,20,0.46,Standard,2,0.79
JAZZ_0714,53.31,2.91,15,0.45,Standard,1,0.55
JAZZ_0715,111.67,49.74,11,0.16,Premium,2,0.83
JAZZ_0716,101.73,2.89,1,0.67,Standard,1,0.34
JAZZ_0717,115.24,34.75,40,0.76,Premium,0,0.45
JAZZ_0718,30.74,49.18,23,0.71,Premium,1,0.52
JAZZ_0719,91.7,11.96,34,0.22,Flexi,2,1.01
JAZZ_0720,112.55,7.11,29,0.62,Flexi,2,0.81
JAZZ_0721,36.46,6.07,29,0.61,Premium,2,0.81
JAZZ_0722,24.93,15.16,34,0.88,Premium,2,0.75
JAZZ_0723,92.73,5.05,18,0.44,Premium,0,0.38
JAZZ_0724,75.98,34.61,7,0.43,Premium,1,0.49
JAZZ_0725,102.85,3.11,25,0.66,Premium,0,0.36
JAZZ_0726,32.3,25.47,39,0.67,Premium,0,0.48
JAZZ_0727,98.17,49.83,6,0.52,Standard,0,0.25
JAZZ_0728,38.51,40.7,29,0.5,Premium,2,0.86
JAZZ_0729,34.7,30.76,6,0.54,Standard,2,0.64
JAZZ_0730,34.76,15.31,2,0.87,Standard,2,0.47
JAZZ_0731,100.11,31.19,0,0.52,Premium,1,0.39
JAZZ_0732,85.1,26.35,35,0.95,Premium,2,0.73
JAZZ_0733,70.82,21.3,24,0.55,Standard,1,0.59
JAZZ_0734,54.31,6.54,36,0.95,Standard,2,0.74
JAZZ_0735,106.41,44.33,0,0.85,Premium,2,0.46
JAZZ_0736,57.69,22.49,14,0.43,Premium,0,0.35
JAZZ_0737,100.32,9.73,36,0.88,Standard,0,0.37
JAZZ_0738,62.38,18.39,12,0.2,Standard,0,0.43
JAZZ_0739,56.13,20.71,39,0.93,Standard,1,0.57
JAZZ_0740,64.75,41.38,7,0.67,Flexi,1,0.39
JAZZ_0741,48.54,36.68,4,0.15,Standard,2,0.78
JAZZ_0742,93.38,38.47,8,0.68,Flexi,1,0.4
JAZZ_0743,68.77,0.55,0,0.98,Premium,2,0.41
JAZZ_0744,41.59,20.81,35,0.16,Premium,1,0.85
JAZZ_0745,108.66,24.07,34,0.6,Standard,1,0.66
JAZZ_0746,56.83,0.96,1,0.77,Premium,1,0.3
JAZZ_0747,72.88,12.99,39,0.83,Premium,0,0.41
JAZZ_0748,109.35,38.01,22,0.47,Premium,1,0.61
JAZZ_0749,80.99,6.86,8,0.28,Premium,0,0.36
JAZZ_0750,30.0,26.77,33,0.14,Flexi,0,0.64
JAZZ_0751,112.7,10.76,13,0.62,Flexi,1,0.47
JAZZ_0752,81.33,0.61,3,0.51,Standard,2,0.62
JAZZ_0753,51.91,12.06,29,0.95,Standard,2,0.68
JAZZ_0754,32.25,48.79,30,0.15,Standard,2,1.01
JAZZ_0755,98.05,40.08,37,0.72,Premium,1,0.64
JAZZ_0756,80.57,47.98,10,0.12,Premium,2,0.84
JAZZ_0757,71.86,24.39,34,0.25,Flexi,0,0.6
JAZZ_0758,108.09,5.49,7,0.51,Flexi,2,0.66
JAZZ_0759,97.5,27.4,2,0.51,Standard,1,0.41
JAZZ_0760,33.49,22.72,13,0.72,Flexi,2,0.63
JAZZ_0761,49.58,42.22,12,0.92,Flexi,0,0.14
JAZZ_0762,43.22,4.9,44,0.68,Flexi,1,0.72
JAZZ_0763,93.02,24.41,31,0.96,Flexi,2,0.69
JAZZ_0764,21.62,7.5,33,0.89,Flexi,1,0.54
JAZZ_0765,75.52,16.23,44,0.63,Standard,1,0.74
JAZZ_0766,94.88,36.87,18,0.85,Standard,1,0.42
JAZZ_0767,106.36,23.8,37,0.68,Flexi,2,0.86
JAZZ_0768,52.63,18.79,15,0.17,Standard,1,0.67
JAZZ_0769,100.79,19.72,1,0.77,Premium,2,0.5
JAZZ_0770,29.37,22.97,39,0.19,Flexi,0,0.67
JAZZ_0771,103.32,39.25,16,0.63,Premium,2,0.69
JAZZ_0772,31.06,44.6,33,0.73,Standard,0,0.4
JAZZ_0773,58.18,47.77,41,0.16,Standard,2,1.1
JAZZ_0774,98.38,39.35,15,0.31,Premium,1,0.61
JAZZ_0775,33.32,15.77,37,0.92,Standard,2,0.76
JAZZ_0776,41.29,34.41,1,0.65,Flexi,1,0.35
JAZZ_0777,90.84,21.88,1,0.32,Premium,0,0.28
JAZZ_0778,90.61,12.73,25,0.72,Flexi,2,0.73
JAZZ_0779,82.69,42.04,12,0.64,Premium,1,0.45
JAZZ_0780,87.99,1.92,30,0.55,Standard,0,0.45
JAZZ_0781,72.79,45.09,33,0.98,Premium,0,0.3
JAZZ_0782,43.56,23.07,38,0.72,Premium,2,0.85
JAZZ_0783,52.99,31.86,2,0.44,Flexi,0,0.24
JAZZ_0784,36.5,32.97,7,0.82,Standard,1,0.33
JAZZ_0785,109.55,44.76,22,0.9,Flexi,0,0.24
JAZZ_0786,76.88,31.83,13,0.21,Standard,0,0.43
JAZZ_0787,58.54,30.7,26,0.28,Flexi,1,0.72
JAZZ_0788,64.68,3.33,28,0.29,Premium,0,0.53
JAZZ_0789,113.45,25.92,38,0.72,Flexi,0,0.45
JAZZ_0790,33.66,7.51,38,0.64,Standard,0,0.48
JAZZ_0791,77.17,36.87,0,0.66,Standard,0,0.14
JAZZ_0792,69.09,25.61,16,0.95,Premium,1,0.36
JAZZ_0793,79.7,34.01,40,0.8,Standard,0,0.44
JAZZ_0794,20.07,2.08,29,0.22,Flexi,1,0.77
JAZZ_0795,105.9,4.24,12,0.41,Premium,0,0.34
JAZZ_0796,111.93,35.82,20,0.49,Standard,0,0.38
JAZZ_0797,75.05,3.6,18,0.46,Standard,0,0.38
JAZZ_0798,88.26,3.56,18,0.7,Flexi,0,0.28
JAZZ_0799,110.96,0.61,24,0.9,Flexi,1,0.45
JAZZ_0800,89.33,47.83,21,0.38,Premium,1,0.63
JAZZ_0801,33.58,36.88,30,0.6,Standard,1,0.63
JAZZ_0802,76.17,17.66,16,0.81,Flexi,2,0.62
JAZZ_0803,79.22,14.83,22,0.47,Premium,0,0.41
JAZZ_0804,60.88,17.49,31,0.25,Standard,0,0.58
JAZZ_0805,92.26,38.73,9,0.53,Standard,1,0.47
JAZZ_0806,112.15,33.07,9,0.15,Premium,2,0.82
JAZZ_0807,111.27,9.26,35,0.95,Premium,0,0.33
JAZZ_0808,63.56,8.71,7,0.17,Flexi,1,0.59
JAZZ_0809,29.63,4.92,19,0.49,Standard,0,0.37
JAZZ_0810,117.23,33.02,31,0.58,Standard,0,0.44
JAZZ_0811,102.56,38.22,13,0.99,Standard,1,0.32
JAZZ_0812,30.78,13.25,27,0.25,Premium,1,0.74
JAZZ_0813,110.79,1.05,23,0.2,Flexi,0,0.52
JAZZ_0814,105.67,4.11,14,0.11,Standard,0,0.48
JAZZ_0815,70.39,48.39,21,0.24,Premium,1,0.69
JAZZ_0816,77.67,14.77,29,0.29,Standard,0,0.54
JAZZ_0817,58.35,38.46,3,0.67,Flexi,0,0.16
JAZZ_0818,23.75,31.23,12,0.3,Standard,1,0.59
JAZZ_0819,51.94,19.1,22,0.12,Flexi,0,0.55
JAZZ_0820,98.94,10.28,7,0.84,Flexi,0,0.13
JAZZ_0821,18.72,6.07,17,0.43,Standard,2,0.78
JAZZ_0822,51.77,30.75,11,0.42,Standard,1,0.53
JAZZ_0823,58.27,38.73,30,0.37,Flexi,2,0.92
JAZZ_0824,72.26,32.2,13,0.98,Premium,2,0.52
JAZZ_0825,110.7,26.52,33,0.25,Flexi,2,0.99
JAZZ_0826,53.06,2.1,17,0.91,Standard,0,0.19
JAZZ_0827,53.12,48.42,33,0.8,Standard,0,0.37
JAZZ_0828,92.37,39.94,10,0.17,Premium,2,0.82
JAZZ_0829,63.7,14.64,40,0.99,Flexi,2,0.76
JAZZ_0830,40.82,49.0,11,0.34,Flexi,2,0.76
JAZZ_0831,63.72,30.09,14,0.19,Flexi,0,0.45
JAZZ_0832,32.41,29.12,30,0.85,Standard,2,0.73
JAZZ_0833,35.98,37.4,28,0.74,Flexi,2,0.75
