user_id,avg_monthly_spend,data_usage_gb,days_since_last_recharge,signal_strength_score,active_plan,support_tickets_open,churn
5003-OKNNK,20.35,3.19,15,0.978,Standard,1,0
3006-XIMLN,94.2,53.75,16,0.6397,Flexi,0,1
9691-HKOVS,90.15,13.2,14,0.5836,Standard,1,0
7566-DSRLQ,110.15,45.2,22,0.6589,Premium,0,0
9206-GVPEQ,54.45,23.67,15,0.7135,Flexi,0,1
1769-GRUIK,71.1,61.69,15,0.4879,Flexi,1,0
2277-VWCNI,48.75,28.06,10,0.5852,Flexi,1,0
5195-KPUNQ,96.75,28.9,14,0.7893,Standard,1,0
7587-AOVVU,100.75,21.17,13,0.7045,Flexi,0,0
2778-OCLGR,39.1,26.41,12,0.7719,Flexi,1,1
4816-OKWNX,103.4,44.98,16,0.2665,Standard,0,0
5804-HYIEZ,106.05,43.68,10,0.7116,Flexi,1,0
5561-NWEVX,79.2,24.74,11,0.452,Flexi,0,1
6543-XRMYR,99.7,33.72,22,0.6385,Flexi,1,1
2139-FQHLM,89.95,61.91,14,0.9322,Flexi,1,0
7251-LJBQN,103.75,27.33,16,0.7013,Standard,0,0
5198-EFNBM,90.65,40.92,16,0.9526,Standard,3,0
3002-WQZWT,74.2,19.46,20,0.6977,Flexi,0,0
7359-SSBJK,70.2,31.51,13,0.8362,Premium,1,1
2833-SLKDQ,45.05,13.71,14,0.5094,Flexi,0,1
5546-QUERU,19.95,3.06,8,0.7659,Standard,0,0
4104-PVRPS,53.6,24.64,14,0.7644,Flexi,1,0
1518-VOWAV,74.65,24.43,18,0.8748,Flexi,2,1
1644-IRKSF,93.8,53.69,16,0.3697,Standard,0,1
2316-ESMLS,33.15,23.81,10,0.6364,Standard,1,0
6368-NWMCE,68.15,13.65,20,0.5902,Flexi,1,0
9974-JFBHQ,99.15,51.64,16,0.8147,Flexi,1,0
2256-YLYLP,72.95,27.85,18,0.6623,Premium,0,0
2832-SCUCO,19.9,0.24,16,0.6858,Flexi,1,0
7530-HDYDS,84.25,37.78,19,0.8021,Flexi,1,1
6202-JVYEU,19.9,0.55,9,0.6891,Standard,1,0
4667-OHGKG,19.3,2.37,17,0.5225,Flexi,1,1
5893-PYOLZ,81.8,24.62,15,0.9404,Premium,2,0
8350-NYMVI,41.1,4.07,12,0.7694,Flexi,1,0
6509-TSGWN,26.45,2.56,18,0.5329,Flexi,0,0
7649-PHJVR,19.5,3.15,20,0.7992,Standard,1,0
0708-SJDIS,65.0,21.86,18,0.8066,Flexi,1,0
6322-HRPFA,59.6,28.07,18,0.7293,Flexi,0,0
4800-CZMPC,103.25,59.79,15,0.9422,Standard,1,1
3323-CPBWR,96.9,44.15,13,0.732,Flexi,0,0
3948-KXDUF,68.75,21.1,20,0.4804,Premium,1,0
5999-LCXAO,29.9,16.43,17,0.5123,Flexi,1,0
6082-GLJIX,19.25,0.63,14,0.8803,Flexi,1,0
5597-GLBUC,85.45,58.99,16,0.8572,Flexi,1,1
0254-KCJGT,81.4,30.09,12,0.7577,Standard,0,0
3160-TYXLT,46.3,18.17,15,0.794,Flexi,1,0
7693-QPEFS,72.95,55.93,15,0.8856,Flexi,0,0
4751-ERMAN,75.4,21.69,7,0.6218,Premium,0,0
8791-GFXLZ,49.05,11.48,11,0.9,Flexi,1,0
1022-RKXDR,24.85,2.47,18,0.4353,Standard,0,0
4801-KFYKL,19.45,1.64,12,0.799,Flexi,0,0
3703-KBKZP,74.45,28.84,27,0.8521,Flexi,1,0
5329-KRDTM,77.35,12.4,18,0.8837,Premium,1,0
8735-DCXNF,54.95,12.07,20,0.5011,Flexi,0,0
6840-RESVB,84.8,25.22,16,0.6558,Standard,1,0
3709-OIJEA,85.2,26.03,14,0.394,Standard,1,0
8677-HDZEE,105.45,42.56,5,0.8104,Flexi,0,0
5006-MXVRN,20.7,0.36,15,0.6597,Premium,0,0
4927-WWOOZ,91.45,45.93,9,0.5134,Flexi,0,0
5973-EJGDP,87.35,51.43,15,0.5998,Flexi,0,0
8100-HZZLJ,63.95,25.0,21,0.8272,Flexi,0,0
0971-QIFJK,24.25,1.5,15,0.5336,Premium,0,0
9564-KCLHR,51.25,14.3,4,0.7369,Flexi,0,1
9651-GTSAQ,106.1,29.67,15,0.6132,Standard,0,1
8049-WJCLQ,60.2,35.4,15,0.8726,Flexi,1,0
7517-SAWMO,73.2,71.31,18,0.673,Flexi,1,1
3071-VBYPO,89.85,54.47,9,0.6593,Flexi,2,0
7351-KYHQH,64.95,16.98,19,0.6274,Flexi,0,0
6124-ACRHJ,19.75,2.51,15,0.693,Flexi,0,0
4452-QIIEB,43.9,30.77,18,0.8288,Flexi,1,0
6168-WFVVF,70.3,68.55,14,0.8593,Flexi,0,1
4737-AQCPU,72.1,10.18,15,0.8151,Premium,1,0
5478-JJVZK,60.9,12.52,12,0.9666,Flexi,0,0
8372-JUXUI,74.35,28.73,20,0.5402,Flexi,0,1
4501-VCPFK,35.75,27.79,15,0.8659,Flexi,0,0
4450-DLLMH,71.3,19.77,17,0.5616,Flexi,0,0
0825-CPPQH,19.1,1.02,14,0.6449,Premium,2,0
1852-XEMDW,65.05,1.51,11,0.8993,Flexi,0,0
5980-NOPLP,96.1,9.28,7,0.7302,Flexi,0,1
1262-OPMFY,75.75,31.6,16,0.8355,Flexi,0,1
5686-CMAWK,86.75,44.39,18,0.8684,Standard,1,0
7605-SNLQG,50.25,19.89,16,0.6629,Flexi,0,0
9769-TSBZE,66.0,17.03,15,0.7807,Premium,0,0
4844-JJWUY,86.0,66.15,9,0.7191,Flexi,0,1
5346-BZCHP,19.4,3.84,18,0.4644,Premium,0,0
5055-MGMGF,105.05,51.59,20,0.8143,Flexi,1,0
3764-MNMOI,19.2,2.26,16,0.6247,Premium,3,0
8148-BPLZQ,49.8,22.8,20,0.8043,Flexi,1,0
3785-KTYSH,24.6,6.65,10,0.9697,Premium,0,0
6260-ONULR,62.8,27.25,22,0.9125,Flexi,1,0
4701-LKOZD,89.75,33.41,17,0.8365,Premium,0,0
3506-OVLKD,26.2,3.24,12,0.7283,Standard,1,0
8276-MQBYC,97.8,23.59,13,0.4361,Flexi,1,1
1926-QUZNN,25.25,3.16,11,0.4327,Premium,0,0
2722-JMONI,49.55,30.17,9,0.6552,Flexi,1,1
0117-LFRMW,40.2,22.29,14,0.8379,Flexi,1,1
9620-QJREV,20.55,0.73,19,0.596,Standard,2,0
0106-UGRDO,116.0,3.33,13,0.8476,Premium,3,0
4385-GZQXV,94.45,37.06,14,0.3831,Flexi,3,1
5914-DVBWJ,85.45,20.77,13,0.6178,Flexi,0,1
4998-IKFSE,100.45,20.1,9,0.6293,Flexi,0,0
6341-AEVKX,104.3,46.78,16,0.4928,Standard,1,0
3765-JXVKY,74.7,49.99,18,0.7061,Flexi,0,1
9873-MNDKV,44.65,38.24,11,0.8508,Flexi,0,0
8778-LMWTJ,74.85,59.55,18,0.6955,Flexi,0,0
5445-GLVOT,49.8,16.57,17,0.5588,Flexi,0,0
0151-ONTOV,70.9,39.95,13,0.9609,Flexi,0,1
6416-TVAIH,68.5,55.08,13,0.5532,Flexi,2,1
2478-EEWWM,44.3,22.82,8,0.6912,Flexi,1,0
9610-WCESF,43.9,18.48,19,0.8082,Premium,0,0
0594-UFTUL,19.85,1.65,10,0.7462,Flexi,0,0
0336-PIKEI,74.4,19.21,11,0.9431,Premium,1,0
9661-JALZV,24.7,3.17,14,0.811,Premium,1,0
5944-UGLLK,54.9,20.11,15,0.9677,Standard,1,0
0570-BFQHT,80.55,65.52,18,0.945,Flexi,0,0
1552-CZCLL,20.0,4.23,9,0.6907,Flexi,1,0
1790-NESIO,20.4,0.37,16,0.5258,Premium,0,0
2357-COQEK,103.3,41.12,17,0.8989,Flexi,1,1
3766-EJLFL,109.05,45.87,18,0.8869,Premium,1,0
8469-SNFFH,79.4,26.04,16,0.627,Standard,0,0
3062-ICYZQ,93.8,57.77,11,0.4889,Flexi,0,0
5433-KYGHE,86.0,67.67,19,0.5797,Flexi,0,0
4833-QTJNO,83.85,41.4,15,0.4774,Flexi,1,0
0774-IFUVM,65.15,38.51,14,0.6824,Flexi,1,0
6741-EGCBI,90.5,11.79,16,0.8161,Flexi,1,0
8802-UNOJF,83.8,41.96,19,0.8834,Flexi,1,1
5345-BMKWB,20.25,0.64,7,0.712,Flexi,0,0
6339-YPSAH,73.8,44.97,13,0.7649,Flexi,2,0
3671-SHRSP,80.6,42.31,18,0.785,Flexi,0,1
7030-FZTFM,110.9,68.38,12,0.8956,Premium,2,0
9167-APMXZ,84.15,38.06,10,0.5937,Flexi,0,0
2683-JXWQQ,33.6,15.95,9,0.4822,Flexi,0,0
3757-NJYBX,106.35,21.11,11,0.4925,Flexi,0,1
5955-EPOAZ,20.95,1.86,24,0.3738,Flexi,0,0
2900-PHPLN,19.55,5.15,14,0.8297,Premium,0,0
1428-IEDPR,109.3,57.65,16,0.8352,Premium,1,0
8224-UAXBZ,45.35,18.23,12,0.6737,Standard,0,0
3247-MHJKM,20.2,0.19,17,0.7885,Flexi,1,0
6413-XKKPU,89.4,32.24,22,0.8171,Flexi,0,1
3566-CAAYU,49.85,27.7,17,0.7524,Premium,1,0
1597-FZREH,76.4,15.36,13,0.8071,Flexi,0,1
2023-VQFDL,19.0,0.8,8,0.4935,Flexi,1,0
6362-QHAFM,108.3,57.54,19,0.6702,Standard,0,0
4828-FAZPK,79.95,35.26,13,0.7514,Flexi,0,0
7073-QETQY,20.35,2.8,14,0.4556,Standard,0,0
1810-MVMAI,67.6,11.15,14,0.6386,Flexi,1,0
3154-HMWUU,20.5,3.58,12,0.7392,Premium,1,0
9420-LOJKX,99.1,34.79,12,0.8275,Flexi,1,1
7298-IZWLY,19.4,1.91,16,0.5611,Flexi,2,0
9227-UAQFT,19.75,2.67,13,0.8592,Premium,0,0
6244-BESBM,95.2,26.66,6,0.9104,Premium,2,0
2205-YMZZJ,84.8,63.63,19,0.6649,Flexi,1,1
9896-UYMIE,114.3,0.0,20,0.6909,Standard,1,0
9767-FFLEM,69.5,63.57,15,0.7245,Flexi,0,0
4817-VYYWS,100.2,10.12,22,0.7435,Flexi,0,1
4847-TAJYI,89.35,66.95,24,0.8491,Flexi,0,0
1984-GPTEH,25.15,5.73,16,0.8413,Flexi,0,0
2126-GSEGL,84.8,23.73,11,0.2558,Premium,0,0
2197-OMWGI,53.0,8.19,19,0.6983,Premium,3,0
5778-BVOFB,59.5,31.44,17,0.9069,Flexi,0,0
4549-ZDQYY,57.95,37.78,8,0.5304,Standard,1,0
4622-YNKIJ,88.95,40.87,16,0.9455,Premium,1,0
8080-DDEMJ,45.1,12.19,15,0.9595,Flexi,0,1
3074-GQWYX,75.9,35.67,17,0.8908,Flexi,0,1
7851-WZEKY,95.15,62.22,15,0.7883,Flexi,1,1
0114-PEGZZ,107.55,55.16,13,0.9279,Flexi,1,0
1750-CSKKM,55.35,14.2,17,0.9874,Flexi,0,1
5057-LCOUI,50.75,22.04,9,0.2955,Flexi,0,1
8874-EJNSR,25.2,4.64,14,0.8752,Premium,1,0
6145-NNPNO,44.15,23.36,12,0.7809,Flexi,1,0
4685-ERGHK,86.9,46.71,11,0.7338,Standard,0,0
2398-YPMUR,70.15,39.43,15,0.2324,Flexi,0,1
4973-MGTON,84.4,31.82,14,0.398,Premium,0,0
2257-BOVXD,66.6,28.94,14,0.897,Flexi,1,0
8020-BWHYL,75.3,33.83,11,0.9022,Flexi,1,1
2242-MFOTG,80.1,31.47,14,0.7429,Standard,0,0
2026-TGDHM,79.3,74.96,17,0.5169,Flexi,0,1
7876-DNYAP,19.8,5.79,12,0.5102,Premium,0,0
3813-DHBBB,50.95,22.37,13,0.4007,Premium,0,0
0973-KYVNF,70.65,25.56,15,0.9153,Premium,1,0
4324-BZCKL,55.55,24.55,19,0.8369,Flexi,1,0
6997-UVGOX,85.45,13.73,17,0.955,Premium,0,0
5564-NEMQO,75.3,69.76,19,0.8477,Flexi,0,1
9820-RMCQV,48.55,16.52,16,0.7704,Flexi,1,1
0480-BIXDE,96.8,17.88,19,0.7702,Flexi,2,0
0365-TRTPY,91.2,55.46,10,0.6929,Flexi,0,0
8626-PTQGE,60.05,31.67,18,0.4828,Premium,0,0
0722-SVSFK,100.4,10.21,14,0.5176,Flexi,1,0
2404-JIBFC,85.1,25.43,17,0.6195,Premium,0,0
1173-XZPYF,89.2,40.6,18,0.5362,Flexi,2,0
9093-FPDLG,94.2,68.05,12,0.8837,Flexi,2,0
1310-QRITU,50.3,37.12,17,0.708,Flexi,2,0
9675-ICXCT,80.8,18.45,14,0.7952,Premium,0,0
7607-QKKTJ,95.0,27.56,17,0.9412,Standard,2,0
5939-SXWHM,26.3,0.84,13,0.9421,Premium,0,0
1763-KUAAW,20.35,2.17,12,0.9489,Standard,0,0
2710-WYVXG,71.1,30.15,17,0.8462,Premium,1,0
9451-LPGOO,86.8,65.76,13,0.9459,Flexi,0,1
9112-WSNPU,70.55,45.69,18,0.7185,Flexi,0,0
1599-MMYRQ,81.45,42.46,16,0.3783,Standard,2,0
6502-MJQAE,69.6,31.65,13,0.9155,Flexi,1,1
2434-EEVDB,94.6,28.18,18,0.5942,Premium,2,0
3158-MOERK,96.0,47.4,10,0.4525,Flexi,0,1
5948-UJZLF,49.25,20.77,11,0.7752,Flexi,0,0
5022-JNQEQ,75.85,38.04,13,0.5103,Flexi,0,0
7426-GSWPO,103.5,43.59,13,0.4661,Flexi,0,0
2369-FEVNO,19.9,0.17,9,0.9132,Flexi,0,0
9788-HNGUT,116.95,44.44,9,0.5288,Premium,0,0
0178-CIIKR,19.95,4.47,11,0.6935,Flexi,1,0
7228-PAQPD,59.1,27.78,15,0.8631,Standard,0,0
3316-UWXUY,93.5,51.0,9,0.8065,Flexi,1,0
5382-SOYZL,95.1,74.27,14,0.3963,Flexi,1,0
3427-GGZZI,89.1,50.9,17,0.7487,Flexi,0,0
6050-IJRHS,106.5,51.88,15,0.5705,Standard,0,0
0958-YHXGP,69.9,51.8,14,0.7901,Flexi,1,0
5924-SNGKP,20.25,2.61,9,0.7825,Standard,1,0
7881-EVUAD,42.6,18.99,20,0.627,Flexi,2,1
1971-DTCZB,90.95,38.18,14,0.717,Premium,0,0
3752-CQSJI,20.45,0.0,16,0.6574,Flexi,0,0
9469-WEJBT,90.35,31.19,12,0.7007,Flexi,2,0
0362-RAOQO,19.65,0.0,8,0.8861,Premium,1,0
7901-HXJVA,76.45,54.04,10,0.7182,Flexi,0,0
0697-ZMSWS,85.65,45.6,12,0.7966,Flexi,2,1
2748-MYRVK,99.9,41.09,9,0.5129,Standard,0,1
6350-XFYGW,94.75,37.83,22,0.5553,Flexi,0,0
4039-HEUNW,96.5,24.27,17,0.9652,Flexi,1,1
8158-WPEZG,35.65,24.78,22,0.5359,Flexi,0,0
7270-BDIOA,90.0,45.94,16,0.7593,Flexi,0,1
4750-ZRXIU,84.6,50.43,5,0.5927,Flexi,1,1
4707-YNOQA,25.6,1.04,16,0.8121,Standard,0,0
9891-NQDBD,25.55,0.0,16,0.7479,Standard,2,0
4530-NDRKU,19.05,0.0,20,0.8097,Standard,1,0
9251-WNSOD,75.1,19.9,16,0.8935,Standard,1,0
2863-IMQDR,89.65,26.37,10,0.9073,Premium,0,0
7552-KEYGT,19.55,1.98,12,0.438,Premium,2,0
9138-EFSMO,78.95,59.41,12,0.8325,Standard,1,0
3462-BJQQA,89.75,63.11,26,0.7421,Flexi,1,0
1088-AUUZZ,75.85,13.55,14,0.8012,Premium,1,0
3016-KSVCP,33.75,17.01,12,0.5988,Flexi,0,0
4693-VWVBO,19.55,4.59,15,0.7686,Flexi,0,0
3612-YVGSJ,24.45,1.76,20,0.6484,Premium,1,0
5982-PSMKW,91.1,14.8,19,0.8428,Premium,1,0
4822-NGOCH,84.45,63.73,11,0.6825,Flexi,0,1
0214-JHPFW,57.8,19.49,12,0.5986,Premium,0,0
1106-HRLKZ,19.6,0.51,11,0.5678,Premium,1,0
7356-IWLFW,80.0,58.34,19,0.84,Flexi,1,0
1023-BQXZE,74.35,26.7,19,0.5209,Premium,1,0
4664-NJCMS,59.55,0.45,20,0.9319,Premium,0,0
4782-OSFXZ,82.7,20.22,9,0.6672,Premium,0,0
1751-NCDLI,98.85,36.61,14,0.8103,Flexi,1,0
0118-JPNOY,85.8,52.43,18,0.2792,Flexi,1,0
8378-LKJAF,101.15,57.36,8,0.9496,Flexi,1,0
5302-BDJNT,95.5,28.44,16,0.5802,Flexi,1,0
0786-VSSUD,39.0,16.37,15,0.883,Flexi,1,1
2749-CTKAJ,20.15,2.9,13,0.7818,Standard,0,0
7036-ZZKBD,66.4,17.26,17,0.7067,Flexi,2,0
0357-NVCRI,20.05,2.73,17,0.7816,Flexi,2,0
4086-YQSNZ,80.4,32.61,12,0.4391,Flexi,0,1
1047-NNCBF,70.55,48.87,25,0.9432,Flexi,0,0
8756-RDDLT,44.95,23.37,14,0.5635,Flexi,1,0
6691-CCIHA,84.95,4.2,15,0.728,Premium,0,0
2190-BCXEC,78.85,39.66,18,0.7108,Flexi,1,0
6029-WTIPC,101.1,50.49,16,0.7549,Flexi,0,1
3170-GWYKC,104.95,47.55,13,0.7328,Flexi,2,0
7000-WCEVQ,61.6,7.42,12,0.3511,Flexi,1,1
0621-HJWXJ,81.55,41.32,15,0.8766,Flexi,1,0
2927-QRRQV,94.65,20.7,13,0.3963,Standard,1,0
3247-ZVOUO,85.55,42.35,14,0.743,Flexi,0,1
1336-EZFZY,20.05,1.85,16,0.7679,Flexi,0,0
3707-GNWHM,74.25,13.54,15,0.5674,Flexi,0,1
3190-FZATL,19.95,0.0,17,0.8346,Flexi,1,0
1796-JANOW,19.95,1.9,11,0.6825,Flexi,2,0
5044-LRQAQ,69.2,46.54,13,0.772,Flexi,1,0
6516-NKQBO,81.0,23.21,19,0.5648,Premium,0,0
9909-DFRJA,95.85,37.63,11,0.7938,Standard,1,0
0463-TXOAK,25.6,0.29,14,0.8969,Premium,0,0
8663-UPDGF,69.5,30.94,10,0.6052,Flexi,0,0
8401-EMUWF,69.4,13.6,16,0.7563,Flexi,0,0
9430-NKQLY,25.1,2.08,27,0.8841,Premium,0,0
7596-IIWYC,20.25,0.91,9,0.6653,Premium,0,0
6292-TOSSS,24.9,0.84,10,0.8223,Premium,1,0
5175-WLYXL,78.85,49.06,14,0.7228,Flexi,0,0
8780-YRMTT,47.4,31.57,10,0.6913,Premium,0,0
9828-QHFBK,51.15,35.5,14,0.8862,Flexi,1,0
4059-IIEBK,78.55,47.29,6,0.8406,Flexi,1,0
2320-TZRRH,19.5,3.01,13,0.8244,Standard,1,0
1137-DGOWI,70.25,19.1,18,0.7368,Standard,0,0
9699-UBQFS,94.5,17.16,18,0.9155,Flexi,2,0
3148-AOIQT,24.95,4.57,9,0.5036,Premium,1,0
0818-OCPZO,81.45,68.64,15,0.7274,Flexi,0,1
0793-TWELN,80.15,48.04,20,0.7357,Flexi,0,0
0613-WUXUM,19.2,0.81,14,0.8873,Premium,1,0
5469-NUJUR,19.95,1.92,18,0.699,Premium,2,0
5274-XHAKY,94.3,35.33,16,0.5865,Flexi,0,0
2153-MREFK,99.2,1.04,14,0.4787,Standard,1,1
5520-FVEWJ,84.5,49.56,21,0.9864,Flexi,1,1
2530-ENDWQ,93.7,34.58,11,0.6295,Premium,1,1
9845-PEEKO,79.2,81.31,12,0.553,Premium,0,0
8231-BSWXX,79.05,66.53,15,0.8506,Standard,3,0
5743-KHMNA,25.55,1.0,16,0.9153,Premium,1,0
5609-IMCGG,84.35,56.25,12,0.6106,Flexi,0,0
8818-DOPVL,104.45,39.44,21,0.8635,Flexi,0,0
8124-NZVGJ,49.25,24.96,17,0.4005,Standard,1,0
2558-BUOZZ,94.8,48.55,17,0.7674,Standard,0,0
4742-DRORA,95.4,64.59,13,0.7443,Standard,0,0
6710-HSJRD,114.1,48.05,13,0.6548,Flexi,2,0
0842-IWYCP,44.95,20.23,11,0.6962,Flexi,0,0
4913-EHYUI,104.55,57.96,17,0.4961,Standard,0,1
9546-KDTRB,24.7,1.21,17,0.7062,Flexi,1,0
4146-SVFUD,44.6,26.71,13,0.7537,Flexi,0,0
0195-IESCP,85.25,40.07,17,0.8288,Flexi,0,1
0774-RMNUW,59.7,18.43,17,0.8724,Premium,1,0
6351-SCJKT,41.35,23.56,7,0.8375,Flexi,1,0
9975-SKRNR,18.9,1.03,10,0.5998,Flexi,2,0
3190-ITQXP,20.25,2.02,15,0.3284,Premium,0,0
5090-EMGTC,100.05,25.91,16,0.677,Premium,1,0
2988-QRAJY,110.05,60.59,16,0.4547,Premium,0,0
1087-UDSIH,19.6,3.18,11,0.6069,Flexi,0,1
6551-VLJMV,20.05,4.24,15,0.9174,Premium,0,0
6538-POCHL,79.0,31.48,17,0.6063,Flexi,2,0
0530-IJVDB,114.6,32.39,23,0.8107,Premium,0,0
7609-NRNCA,19.55,1.37,18,0.7602,Standard,0,0
8746-BFOAJ,20.5,2.0,17,0.896,Standard,0,0
7722-CVFXN,105.2,30.45,14,0.9217,Standard,2,0
5872-OEQNH,44.45,47.93,11,0.7946,Standard,1,0
5821-MMEIL,19.9,3.52,13,0.427,Premium,0,0
5998-DZLYR,94.35,48.65,9,0.7179,Premium,1,0
5626-MGTUK,89.1,46.79,16,0.5313,Flexi,3,0
0397-GZBBC,93.85,51.75,14,0.7901,Flexi,2,1
8402-OOOHJ,20.65,2.92,16,0.4607,Premium,0,0
9558-IHEZX,106.75,51.32,13,0.9136,Premium,1,0
4730-AWNAU,60.7,22.1,9,0.8932,Standard,0,0
9066-QRSDU,26.3,3.73,13,0.6976,Standard,1,0
4003-OCTMP,64.0,23.96,18,0.8142,Standard,1,0
2495-TTHBQ,20.4,1.74,21,0.512,Standard,1,0
6365-MTGZX,96.0,39.96,13,0.707,Flexi,1,1
8903-XEBGX,55.3,30.16,27,0.4084,Flexi,0,0
5906-DVAPM,75.0,19.39,16,0.8308,Standard,1,0
9214-EKVXR,44.0,25.84,22,0.9009,Flexi,2,0
1027-LKKQQ,80.45,10.1,13,0.7877,Premium,1,0
3521-HTQTV,26.1,0.63,17,0.7092,Premium,1,0
3902-FOIGH,101.35,50.41,14,0.8667,Flexi,1,1
2282-YGNOR,58.0,29.5,14,0.399,Standard,1,0
3623-FQBOX,19.95,3.88,13,0.7678,Flexi,1,0
7109-MFBYV,45.45,22.64,9,0.5694,Flexi,1,0
6402-ZFPPI,102.8,62.38,16,0.6565,Flexi,1,1
3190-XFANI,100.6,53.58,16,0.6525,Standard,0,1
7251-XFOIL,89.2,48.58,19,0.332,Flexi,0,0
9565-DJPIB,89.6,26.58,16,0.7145,Flexi,1,1
3884-UEBXB,36.15,17.01,11,0.5343,Premium,0,0
6575-SUVOI,69.5,24.67,10,0.7959,Flexi,0,0
4403-BWPAY,24.8,3.17,16,0.4349,Standard,0,0
9281-CEDRU,64.1,17.89,17,0.8793,Premium,1,0
5803-NQJZO,67.8,25.05,17,0.8351,Premium,1,0
2123-VSCOT,72.1,19.07,15,0.6404,Premium,0,0
7162-WPHPM,71.6,15.74,14,0.4521,Premium,0,0
3094-JOJAI,74.15,55.98,18,0.9391,Flexi,1,0
3970-XGJDU,19.2,1.52,14,0.7336,Premium,0,0
3274-NSDWE,19.6,0.59,14,0.8923,Premium,0,0
4550-VBOFE,102.95,44.65,15,0.3952,Flexi,0,1
3694-GLTJM,19.65,2.31,15,0.6765,Flexi,2,0
2676-ISHSF,20.3,0.86,14,0.5822,Flexi,1,0
4546-FOKWR,74.75,56.86,16,0.7182,Flexi,1,0
1573-LGXBA,97.55,39.09,24,0.6565,Standard,2,0
2154-KVJFF,79.75,24.6,18,0.7332,Flexi,2,1
4950-HKQTE,26.25,1.5,15,0.5833,Premium,2,0
8640-SDGKB,74.4,20.14,12,0.8206,Flexi,2,1
0224-HJAPT,47.15,18.48,21,0.6478,Flexi,0,1
4821-WQOYN,20.1,2.2,16,0.6999,Premium,0,0
7123-WQUHX,95.0,46.75,13,0.6283,Standard,1,0
5909-ECHUI,56.25,28.37,17,0.9583,Flexi,0,1
6988-CJEYV,98.7,54.93,16,0.4281,Flexi,0,0
3198-VELRD,84.75,50.69,15,0.6592,Flexi,0,1
0708-LGSMF,65.85,21.33,13,0.7621,Flexi,0,0
1415-YFWLT,89.3,51.12,16,0.9274,Flexi,1,1
5035-PGZXH,106.8,59.28,18,0.765,Standard,2,0
5356-KZCKT,24.45,3.7,11,0.8477,Premium,1,0
3407-JMJQQ,109.0,32.02,13,0.8725,Premium,0,0
6484-LATFU,24.55,0.03,19,0.8392,Premium,1,0
2103-ZRXFN,50.75,24.82,12,0.7206,Flexi,0,0
1403-LKLIK,20.1,4.71,14,0.472,Standard,0,0
4078-SAYYN,100.75,33.5,13,0.4932,Flexi,0,1
8348-JLBUG,80.3,48.23,17,0.5826,Standard,0,0
3468-DRVQJ,70.3,36.52,17,0.6324,Standard,0,0
5126-RCXYW,46.0,26.56,22,0.4262,Premium,0,0
1710-RCXUS,90.35,18.83,14,0.634,Standard,1,0
3639-XJHKQ,60.6,26.73,16,0.8903,Flexi,2,0
5480-TBGPH,99.3,58.06,24,0.6281,Flexi,1,1
0463-WZZKO,20.75,2.31,14,0.5212,Flexi,0,0
3871-IKPYH,69.1,43.64,10,0.7236,Flexi,2,1
9575-IWCAZ,25.1,3.07,12,0.4911,Standard,0,0
3146-JTQHR,19.6,1.93,11,0.4012,Standard,0,0
3566-VVORZ,45.9,16.85,17,0.9127,Flexi,1,0
7952-OBOYL,89.85,51.03,12,0.7356,Flexi,0,0
5229-PRWKT,86.55,78.16,9,0.5218,Flexi,1,1
2082-CEFLT,45.6,21.24,17,0.4221,Flexi,1,1
3389-YGYAI,105.5,32.86,15,0.763,Flexi,0,1
3039-MJSLN,20.2,0.49,12,0.8299,Flexi,0,0
7446-YPODE,60.25,22.47,18,0.5478,Flexi,1,0
3530-CRZSB,20.65,1.14,21,0.6485,Flexi,0,0
2592-SEIFQ,24.75,23.92,12,0.4166,Flexi,0,1
7670-ZBPOQ,61.05,24.12,15,0.7014,Standard,0,0
6892-XPFPU,104.25,60.51,17,0.4077,Flexi,1,1
1956-YIFGE,100.05,45.2,16,0.8751,Standard,1,0
5022-KVDQT,81.3,48.33,20,0.7469,Flexi,0,0
0208-BPQEJ,19.4,3.43,10,0.7841,Flexi,2,0
6218-KNUBD,59.45,26.93,9,0.6844,Flexi,1,0
4947-DSMXK,97.7,55.16,14,0.908,Flexi,2,0
3768-NLUBH,100.6,48.41,15,0.8448,Flexi,0,1
9210-IAHGH,70.75,29.93,17,0.7785,Flexi,0,1
3978-YNKDD,20.85,5.6,14,0.8556,Premium,1,0
9272-LSVYH,70.15,37.0,14,0.6656,Flexi,1,0
3259-FDWOY,106.0,23.06,18,0.5764,Premium,1,1
1834-ABKHQ,50.95,14.44,10,0.8445,Standard,0,0
7033-CLAMM,20.2,3.49,16,0.8531,Premium,0,0
2195-ZRVAX,85.3,60.11,17,0.7784,Flexi,0,1
5795-KTGUD,110.8,50.29,12,0.6762,Premium,0,0
4745-LSPLO,20.5,3.15,14,0.6711,Flexi,2,1
0887-HJGAR,45.7,20.61,18,0.8424,Flexi,1,1
9710-NJERN,20.15,1.61,13,0.5928,Premium,1,0
6992-TKNYO,69.0,28.09,16,0.7552,Standard,0,0
0354-WYROK,98.9,23.73,13,0.6571,Flexi,1,1
2300-RQGOI,20.05,1.4,16,0.6096,Premium,0,0
3795-CAWEX,116.55,39.04,16,0.6006,Premium,1,0
7774-OJSXI,103.45,43.29,12,0.7783,Standard,1,1
7277-OZCGZ,89.05,29.77,16,0.3618,Flexi,0,0
0027-KWYKW,83.75,42.68,19,0.7944,Flexi,1,0
6856-RAURS,74.9,41.11,16,0.5207,Flexi,0,0
